ENTREGUE                                          ;350823;Via Varejo                                        ;Casas Bahia                                       ;1;0;385.9;385.9;Micro System Boombox Philco PBO140BT USB Bluetooth Preto - Bivolt;Correios;28/11/2019 01:11:00;16/12/2019 11:05:18
DESPACHADO                                        ;346920;Via Varejo                                        ;Casas Bahia                                       ;1;0;46.89;46.89;Suporte de Parede ELG Genius para TVs Plasma LCD LED de 14" a 84";JadLog;11/06/2020 05:58:00;22/06/2020 09:10:48
CANCELADO                                         ;352421;B2W Nova API                                      ;Lojas Americanas                                  ;1;10.99;81.89;81.89;Fone de Ouvido Samsung In Ear Fit - Vermelho;Correios;11/06/2020 05:58:33;11/06/2020 06:11:34
DESPACHADO                                        ;350356;Carrefour                                         ;Carrefour                                         ;1;0;945.89;945.89;Headphone JBL Duet NC Bluetooth - Preto;JadLog;11/06/2020 08:08:16;23/06/2020 09:00:35
CANCELADO                                         ;350078;Via Varejo                                        ;Casas Bahia                                       ;1;68.05;1880.89;1880.89;Smart TV LED 32" LG 32LK615BPSB HD Wi-fi 2 USB 2 HDMI WebOS 4.0 Time Machine;JadLog;11/06/2020 09:03:00;
DESPACHADO                                        ;348458;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;39.79;39.79;Sandália Havaianas Brasil Cinza Aco 41/42;JadLog;11/06/2020 11:21:57;19/06/2020 08:51:32
CANCELADO                                         ;352663;Via Varejo                                        ;Ponto Frio                                        ;1;59.14;402.79;402.79;Furadeira/Parafusadeira GSR 7-14E Bosch 400W + Bolsa Porta Tênis Exclusiva Martins 65 Anos - 110V;Rapidao Cometa;12/06/2020 07:26:00;
DESPACHADO                                        ;350788;B2W Nova API                                      ;Lojas Americanas                                  ;1;68.27;4166.89;4166.89;Notebook Samsung Essentials E30 NP350XAA-KF2BR Core i3-7020U 4GB 1TB Tela Full HD 15.6” Windows;JadLog;12/06/2020 09:30:19;12/06/2020 09:46:44
DESPACHADO                                        ;350556;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;1269.95;1336.79;DVD Player Automotivo Pioneer AVH-G218BT 2 DIN 62" WVGA Bluetooth Entrada Auxiliar USB;JadLog;12/06/2020 09:52:17;18/06/2020 08:58:11
DESPACHADO                                        ;349834;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;329.79;329.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;12/06/2020 09:53:01;18/06/2020 08:57:37
CANCELADO                                         ;352753;Zoom                                              ;Zoom                                              ;1;36.81;252.79;252.79;Caixa de Som TCL BS16 Bluetooth USB A prova d'água 16W RMS Hands Free - Vermelho;Correios;12/06/2020 09:45:29;12/06/2020 10:25:03
DESPACHADO                                        ;350352;Magazine Luiza                                    ;Magazine Luiza                                    ;1;72.19;561.89;561.89;Climatizador de Ar Portátil Cadence Breeze 506 CLI506 reservatório 5.3L 3 Vel 2 Funções - 220V;Rapidao Cometa;12/06/2020 11:20:08;12/06/2020 11:46:16
DESPACHADO                                        ;349834;Via Varejo                                        ;Casas Bahia                                       ;1;0;339.79;339.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;12/06/2020 02:27:00;13/06/2020 10:18:47
DESPACHADO                                        ;349834;B2W Nova API                                      ;Submarino                                         ;1;0;329.79;329.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;12/06/2020 01:51:45;18/06/2020 08:56:49
CANCELADO                                         ;352713;Via Varejo                                        ;Casas Bahia                                       ;1;184.23;2214.79;2214.79;Caixa Acústica Philco PCX20000 Bluetooth Rádio FM USB 1800W RMS - Bivolt;JadLog;12/06/2020 05:00:00;
DESPACHADO                                        ;349329;Carrefour                                         ;Carrefour                                         ;1;0;185.79;185.79;Liquidificador Mondial L-900 5 Vel + Pulsar 900W Vermelho - 110V;JadLog;12/06/2020 07:05:02;19/06/2020 08:50:44
DESPACHADO                                        ;349521;Via Varejo                                        ;Casas Bahia                                       ;1;0;210.89;210.89;Kit Prancha + Secador Philco Travel Shine Rosa - Bivolt;JadLog;12/06/2020 10:40:00;13/06/2020 10:20:16
DESPACHADO                                        ;346881;Magazine Luiza                                    ;Magazine Luiza                                    ;1;71.21;847.89;847.89;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;Rapidao Cometa;12/06/2020 08:34:57;13/06/2020 07:47:18
DESPACHADO                                        ;350055;Magazine Luiza                                    ;Magazine Luiza                                    ;1;38.26;646.89;646.89;Multifatiador Britânia Lâmina em Aço Inox 150W - 110V;JadLog;13/06/2020 10:11:49;13/06/2020 10:20:49
DESPACHADO                                        ;351804;Via Varejo                                        ;Casas Bahia                                       ;1;0;672.79;672.79;Kit Roteadores Twibi Fast Sistema Wi-Fi Mesh Branco - 2 UN;JadLog;13/06/2020 11:41:00;19/06/2020 08:50:05
DESPACHADO                                        ;349724;B2W Nova API                                      ;Shoptime                                          ;1;37.85;237.89;237.89;Circulador de Ar Britânia C70 TURBO Inox - 220V;JadLog;13/06/2020 01:34:32;13/06/2020 01:46:41
CANCELADO                                         ;352837;Via Varejo                                        ;Casas Bahia                                       ;1;221.11;8866.79;8866.79;Smart TV LED 70" LG 70UM7370 UHD 4K ThinQ AI WebOS 4.5 Quad Core HDR Ativo 2 USB 3 HDMI;Rapidao Cometa;13/06/2020 03:45:00;
DESPACHADO                                        ;351113;Amazon                                            ;Amazon                                            ;1;0;88.79;88.79;Refil Tinta Epson T544120-AL Preto;JadLog;13/06/2020 04:31:53;18/06/2020 08:54:38
DESPACHADO                                        ;349834;Magazine Luiza                                    ;Magazine Luiza                                    ;1;32.69;315.79;315.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;13/06/2020 05:56:07;13/06/2020 06:01:57
DESPACHADO                                        ;349834;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;319.79;319.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;13/06/2020 07:21:43;18/06/2020 08:53:12
DESPACHADO                                        ;352745;Magazine Luiza                                    ;Magazine Luiza                                    ;1;42.09;826.89;826.89;Cafeteira Nespresso Essenza Mini C30 0.6L 1450W Café Cremoso Aeroccino Preto - 110V;JadLog;13/06/2020 07:48:30;16/06/2020 06:13:47
DESPACHADO                                        ;352626;Web Continental                                   ;Web Continental                                   ;1;0;854.79;854.79;Aspirador de Pó Electrolux Equipt EQP20 Filtro HEPA Saco Coletor de Pó 1800W - 220V;JadLog;13/06/2020 07:41:33;19/06/2020 08:49:21
DESPACHADO                                        ;347660;Magazine Luiza                                    ;Magazine Luiza                                    ;1;32.9;39.79;39.79;Sandália Havaianas Brasil Branco 35/36;JadLog;13/06/2020 09:04:32;16/06/2020 06:06:47
DESPACHADO                                        ;350120;Carrefour                                         ;Carrefour                                         ;1;0;197.89;197.89;Cartucho HP 664XL F6V30AB Ink Advantage Tricolor para 1115 2136 3636 3836 4536;JadLog;13/06/2020 09:29:37;22/06/2020 09:09:25
CANCELADO                                         ;348966;Via Varejo                                        ;Casas Bahia                                       ;1;60.74;1027.89;1027.89;Mini System Panasonic SC-AKX100LBK 250W RMS - Bivolt;JadLog;13/06/2020 09:26:00;
CANCELADO                                         ;349834;Magazine Luiza                                    ;Magazine Luiza                                    ;1;42.14;314.89;314.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;Correios;14/06/2020 08:20:06;
CANCELADO                                         ;349374;Via Varejo                                        ;Casas Bahia                                       ;1;700;154.79;154.79;Liquidificador Britânia Diamante 4 Vel Filtro 800W Vermelho - 110V;Transportadora;14/06/2020 12:28:00;
CANCELADO                                         ;352773;Magazine Luiza                                    ;Magazine Luiza                                    ;1;61.38;1110.79;1110.79;Soundbar PSB03 Philco 320W RMS Bluetooth USB - Bivolt;JadLog;14/06/2020 02:42:15;
DESPACHADO                                        ;349834;Via Varejo                                        ;Casas Bahia                                       ;1;0;328.79;328.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;14/06/2020 02:57:00;18/06/2020 08:52:38
DESPACHADO                                        ;351838;Magazine Luiza                                    ;Magazine Luiza                                    ;1;50.55;286.79;286.79;Suporte Articulado Brasforma SBRP-1440 10" a 70" - Preto;JadLog;14/06/2020 02:53:22;16/06/2020 06:41:01
DESPACHADO                                        ;351470;Magazine Luiza                                    ;Magazine Luiza                                    ;1;39.47;297.79;297.79;Depilador Philco Aqua Deluxe PDP01R 2 Vel Branco/Dourado - Bivolt;JadLog;14/06/2020 03:18:06;14/06/2020 03:31:25
CANCELADO                                         ;349835;Magazine Luiza                                    ;Magazine Luiza                                    ;1;76.21;324.89;324.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 220V;Correios;14/06/2020 04:32:33;
DESPACHADO                                        ;349834;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;319.79;319.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;14/06/2020 08:05:58;18/06/2020 08:52:07
DESPACHADO                                        ;352435;Web Continental                                   ;Web Continental                                   ;1;0;850.79;850.79;Microondas Midea MTAEG42 30L Com Grill 900W Porta Espelhada Prata - 110V;JadLog;14/06/2020 08:52:41;18/06/2020 08:50:57
CANCELADO                                         ;349835;Magazine Luiza                                    ;Magazine Luiza                                    ;1;19.55;324.89;324.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 220V;Correios;14/06/2020 10:14:32;
CANCELADO                                         ;346881;Magazine Luiza                                    ;Magazine Luiza                                    ;1;42.8;847.89;847.89;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;JadLog;15/06/2020 12:15:33;
CANCELADO                                         ;335527;Magazine Luiza                                    ;Magazine Luiza                                    ;1;31.59;172.89;172.89;Máquina de Cortar Cabelo Philco Dual Action 2 - 110v;JadLog;15/06/2020 01:04:54;
CANCELADO                                         ;349835;Magazine Luiza                                    ;Magazine Luiza                                    ;1;55.16;324.89;324.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 220V;Rapidao Cometa;15/06/2020 02:37:34;
CANCELADO                                         ;349834;B2W Nova API                                      ;Lojas Americanas                                  ;1;37.01;319.79;319.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;15/06/2020 05:11:46;
DESPACHADO                                        ;352016;Via Varejo                                        ;Casas Bahia                                       ;1;0;697.79;697.79;Aspirador de Pó Philco PAS15 1400W Filtro HEPA Preto/Marrom - 110V;Rapidao Cometa;15/06/2020 08:54:00;23/06/2020 05:17:05
DESPACHADO                                        ;348914;Magazine Luiza                                    ;Magazine Luiza                                    ;1;35;616.89;616.89;Cafeteira Expresso Arno Dolce Gusto Mini Me Preta/Vermelha - 220V;JadLog;15/06/2020 10:02:52;15/06/2020 10:34:33
CANCELADO                                         ;350810;Magazine Luiza                                    ;Magazine Luiza                                    ;1;63.98;2546.79;2546.79;Smartphone Samsung Galaxy J8 4GB 16MP Dual Chip Android 8.0 64GB 60" - Violeta;Correios;15/06/2020 10:32:58;
DESPACHADO                                        ;346824;Magazine Luiza                                    ;Magazine Luiza                                    ;1;143.79;1369.89;1369.89;Forno Elétrico de Embutir Philco 46 Litros Multifunções 2 Resistências 1500W - 110V;Rapidao Cometa;15/06/2020 10:32:35;16/06/2020 07:04:12
CANCELADO                                         ;350497;B2W Nova API                                      ;Lojas Americanas                                  ;1;56.52;2144.89;2144.89;Notebook Samsung Chromebook Celeron N3060 116" 2GB 16 GB - Grafit;JadLog;15/06/2020 12:13:53;
CANCELADO                                         ;350788;Zoom                                              ;Zoom                                              ;1;158.55;4026.79;4026.79;Notebook Samsung Essentials E30 NP350XAA-KF2BR Core i3-7020U 4GB 1TB Tela Full HD 15.6” Windows;Rapidao Cometa;15/06/2020 12:26:29;
CANCELADO                                         ;349835;B2W Nova API                                      ;Lojas Americanas                                  ;1;55.19;328.89;328.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 220V;Rapidao Cometa;15/06/2020 01:17:30;
DESPACHADO                                        ;352786;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;1235.79;1235.79;TV LED 22" Philco PTV22G50D Conversor digital integrado 2 HDMI 1 USB 60Hz - Preto;JadLog;15/06/2020 01:50:26;23/06/2020 08:59:13
DESPACHADO                                        ;348216;B2W Nova API                                      ;Shoptime                                          ;2;0;81.58;40.79;Sandália Havaianas Brasil Azul Naval 43/44;JadLog;15/06/2020 02:52:19;23/06/2020 08:58:41
DESPACHADO                                        ;335408;Via Varejo                                        ;Casas Bahia                                       ;1;0;132.89;132.89;Prancha Britânia Ceramic Argan - Bivolt;JadLog;15/06/2020 03:44:00;23/06/2020 08:57:50
DESPACHADO                                        ;352542;B2W Nova API                                      ;Lojas Americanas                                  ;1;58.38;1380.89;1380.89;Monitor AOC 24P1U 23.8" LED FULL HD HDMI DisplayPort VGA USB 60 Hz;JadLog;15/06/2020 04:34:35;15/06/2020 04:51:48
DESPACHADO                                        ;347243;Amazon                                            ;Amazon                                            ;1;0;106.79;106.79;Cortador de Cabelo Wahl Easycut 5 Pentes Preto - 110V;JadLog;15/06/2020 04:49:35;23/06/2020 08:57:15
CANCELADO                                         ;350788;Carrefour                                         ;Carrefour                                         ;1;95.27;4159.79;4159.79;Notebook Samsung Essentials E30 NP350XAA-KF2BR Core i3-7020U 4GB 1TB Tela Full HD 15.6” Windows;Transportadora;15/06/2020 05:23:02;
DESPACHADO                                        ;352432;B2W Nova API                                      ;Lojas Americanas                                  ;1;59.34;3393.89;3393.89;Notebook Samsung Essentials E20 Intel Celeron 4GB HD500GB 15.6" Windows 10 - Branco;JadLog;15/06/2020 05:23:14;16/06/2020 08:46:45
DESPACHADO                                        ;349834;Magazine Luiza                                    ;Magazine Luiza                                    ;1;32.69;315.79;315.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;15/06/2020 03:39:36;15/06/2020 05:54:37
DESPACHADO                                        ;347893;Magazine Luiza                                    ;Magazine Luiza                                    ;1;30.36;66.89;66.89;Kit Sandália Havaianas 3 pares Flat Rosa Seda 37/38;JadLog;15/06/2020 05:56:47;15/06/2020 06:07:10
DESPACHADO                                        ;349643;Via Varejo                                        ;Casas Bahia                                       ;1;0;284.79;284.79;Radio Portatil Mondial BX-19 Bluetooth USB Preto - Bivolt;JadLog;15/06/2020 07:52:00;23/06/2020 08:55:25
CANCELADO                                         ;352044;Zoom                                              ;Zoom                                              ;1;40.09;379.89;379.89;Smartphone Semp GO 3C 4018 Android 8.0 Oreo Dual chip 5MP 4'' 8GB - Preto;JadLog;15/06/2020 09:12:06;
CANCELADO                                         ;351987;Magazine Luiza                                    ;Magazine Luiza                                    ;4;187.95;5087.16;1271.79;Smart TV LED Philco 28" PTV28G50SN HDMI USB 60Hz;Jamef;15/06/2020 10:04:45;
DESPACHADO                                        ;350735;B2W Nova API                                      ;Lojas Americanas                                  ;1;50.71;798.89;798.89;Microondas LG MS3059L 30 Litros Espelhado Revestimento EasyClean Função Eco On - 110V;JadLog;16/06/2020 02:37:14;19/06/2020 04:47:27
DESPACHADO                                        ;350659;Via Varejo                                        ;Casas Bahia                                       ;1;0;218.89;218.89;Modelador de Cachos Gama Italy Ceramic Nano Tourmaline New 33mm - Bivolt;JadLog;16/06/2020 05:29:00;19/06/2020 08:47:20
DESPACHADO                                        ;352526;B2W Nova API                                      ;Lojas Americanas                                  ;1;66.81;1052.89;1052.89;Purificador de Água Electrolux PE11X Prata - Bivolt;JadLog;16/06/2020 07:00:01;16/06/2020 07:16:48
DESPACHADO                                        ;350497;Carrefour                                         ;Carrefour                                         ;2;0;4039.58;2019.79;Notebook Samsung Chromebook Celeron N3060 116" 2GB 16 GB - Grafit;JadLog;16/06/2020 08:20:32;22/06/2020 09:07:29
CANCELADO                                         ;351677;Magazine Luiza                                    ;Magazine Luiza                                    ;1;31.74;192.79;192.79;Liquidificador Philips Walita Daily RI2110 Copo de Plástico 2 Vel + Pulsar 550W Preto - 110V;JadLog;16/06/2020 08:44:12;
CANCELADO                                         ;349737;Zoom                                              ;Zoom                                              ;1;70.63;488.89;488.89;Frigobar Midea MRC06B1 45 L - 110V;JadLog;16/06/2020 09:25:12;
DESPACHADO                                        ;335774;Magazine Luiza                                    ;Magazine Luiza                                    ;1;17.88;181.89;181.89;Máquina de Cortar Cabelo Philco Dual Action 2 - 220v;Correios;16/06/2020 10:38:13;17/06/2020 03:17:14
CANCELADO                                         ;352547;Magazine Luiza                                    ;Magazine Luiza                                    ;1;60.17;853.89;853.89;Climatizador de Ar Philco PCL1QF  3 Em 1 Ar Quente e Frio Controle Remoto Branco - 110V;JadLog;16/06/2020 11:04:00;16/06/2020 12:23:18
CANCELADO                                         ;348914;Magazine Luiza                                    ;Magazine Luiza                                    ;1;51.27;566.89;566.89;Cafeteira Expresso Arno Dolce Gusto Mini Me Preta/Vermelha - 220V;Correios;16/06/2020 01:01:24;
CANCELADO                                         ;346881;B2W Nova API                                      ;Lojas Americanas                                  ;1;42.88;858.89;858.89;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;JadLog;16/06/2020 02:01:17;
CANCELADO                                         ;346549;Via Varejo                                        ;Casas Bahia                                       ;1;67.62;348.89;348.89;Forno Elétrico Philco 36L Temperatura Ajustável Multifunção 1500W - 110V;JadLog;16/06/2020 02:24:00;
DESPACHADO                                        ;349835;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;329.79;329.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 220V;JadLog;16/06/2020 02:27:08;18/06/2020 08:48:06
DESPACHADO                                        ;350735;Magazine Luiza                                    ;Magazine Luiza                                    ;1;50.67;793.89;793.89;Microondas LG MS3059L 30 Litros Espelhado Revestimento EasyClean Função Eco On - 110V;JadLog;16/06/2020 02:43:07;17/06/2020 04:06:52
CANCELADO                                         ;349101;B2W Nova API                                      ;Shoptime                                          ;1;41.28;649.79;649.79;Multifuncional HP Deskjet Ink Advantage 2676 All in One Wi-Fi USB - Bivolt;JadLog;16/06/2020 03:00:49;
DESPACHADO                                        ;351987;Magazine Luiza                                    ;Magazine Luiza                                    ;1;54.34;1271.79;1271.79;Smart TV LED Philco 28" PTV28G50SN HDMI USB 60Hz;JadLog;16/06/2020 02:35:21;18/06/2020 04:04:13
DESPACHADO                                        ;349835;B2W Nova API                                      ;Lojas Americanas                                  ;1;43.7;328.89;328.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 220V;Correios;16/06/2020 03:06:45;16/06/2020 03:41:54
DESPACHADO                                        ;346549;Mercado Livre                                     ;Mercado Livre                                     ;1;0;388.79;388.79;Forno Elétrico Philco 36L Temperatura Ajustável Multifunção 1500W - 110V;JadLog;16/06/2020 04:33:08;18/06/2020 08:47:20
DESPACHADO                                        ;349834;Via Varejo                                        ;Casas Bahia                                       ;1;0;319.79;319.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;16/06/2020 04:48:00;18/06/2020 08:45:54
DESPACHADO                                        ;348739;B2W Nova API                                      ;Lojas Americanas                                  ;1;28.54;29.89;29.89;Sandália Havaianas Top Preto 37/38;JadLog;16/06/2020 04:46:37;17/06/2020 02:52:09
DESPACHADO                                        ;351234;Via Varejo                                        ;Casas Bahia                                       ;1;0;564.79;564.79;Aspirador de Pó e Água Electrolux Flex FLEXN 1400w Azul - 110V;Jamef;16/06/2020 04:51:00;23/06/2020 08:54:48
DESPACHADO                                        ;349834;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;319.79;319.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;Correios;16/06/2020 04:52:34;18/06/2020 08:45:14
DESPACHADO                                        ;349643;Via Varejo                                        ;Casas Bahia                                       ;1;0;276.89;276.89;Radio Portatil Mondial BX-19 Bluetooth USB Preto - Bivolt;JadLog;16/06/2020 04:59:00;23/06/2020 05:33:58
DESPACHADO                                        ;346881;Via Varejo                                        ;Casas Bahia                                       ;1;0;858.89;858.89;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;Rapidao Cometa;16/06/2020 06:09:00;22/06/2020 09:05:59
DESPACHADO                                        ;349834;Magazine Luiza                                    ;Magazine Luiza                                    ;1;35.73;317.79;317.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;16/06/2020 05:41:10;16/06/2020 06:26:55
CANCELADO                                         ;350552;Via Varejo                                        ;Casas Bahia                                       ;1;82.58;1879.79;1879.79;DVD Player Pioneer SPH-DA138TV 2 Din Tela Capacitiva 62" WVGA TV Digital Bluetooth USB;Correios;16/06/2020 07:21:00;
CANCELADO                                         ;352819;B2W Nova API                                      ;Shoptime                                          ;6;2050.21;203591.34;33931.89;Smart TV QLED Samsung 75" 75Q900R UHD 8K IA Upscaling Direct Full Array 16x HDR 4000 120Hz;Jamef;16/06/2020 07:59:11;
DESPACHADO                                        ;352629;Web Continental                                   ;Web Continental                                   ;1;0;339.79;339.79;Aspirador de Pó Vertical Philco Ciclone Force 2 em 1 1250W - 220V;JadLog;16/06/2020 07:37:52;18/06/2020 08:43:43
DESPACHADO                                        ;349834;Magazine Luiza                                    ;Magazine Luiza                                    ;1;32.71;317.79;317.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;16/06/2020 08:49:27;18/06/2020 03:24:39
CANCELADO                                         ;352585;Magazine Luiza                                    ;Magazine Luiza                                    ;1;160.01;13755.79;13755.79;Smart TV LED 70" Sony XBR-70X835F 4K HDR Wi-Fi 3 USB 4 HDMI ANDROID TV;Jamef;16/06/2020 09:12:30;
CANCELADO                                         ;352484;Via Varejo                                        ;Casas Bahia                                       ;1;40.88;598.89;598.89;Fritadeira Elétrica Philco Air Fry PFR08PI 3.2L 1500W Inox - 110V;JadLog;16/06/2020 10:45:00;
CANCELADO                                         ;350552;Via Varejo                                        ;Casas Bahia                                       ;1;82.58;1879.79;1879.79;DVD Player Pioneer SPH-DA138TV 2 Din Tela Capacitiva 62" WVGA TV Digital Bluetooth USB;Correios;16/06/2020 10:49:00;
CANCELADO                                         ;352577;Via Varejo                                        ;Casas Bahia                                       ;1;130.63;3706.89;3706.89;Smart TV LED 50" Panasonic TC-50GX500B 4K HDR Wi-Fi USB HDMI 60Hz;JadLog;16/06/2020 10:56:00;
DESPACHADO                                        ;347476;Carrefour                                         ;Carrefour                                         ;1;0;20.89;20.89;Antena Digital Philco PHA003 FM VHF UHF HDTV - Bivolt;JadLog;16/06/2020 10:48:20;18/06/2020 08:41:27
DESPACHADO                                        ;349834;Via Varejo                                        ;Casas Bahia                                       ;1;0;319.79;319.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;16/06/2020 11:33:00;18/06/2020 08:40:06
CANCELADO                                         ;347417;Via Varejo                                        ;Casas Bahia                                       ;1;106.84;791.79;791.79;CookTop Philco Chef TC 4 Bocas - Bivolt;Jamef;17/06/2020 12:09:00;
CANCELADO                                         ;347417;Via Varejo                                        ;Casas Bahia                                       ;1;106.84;791.79;791.79;CookTop Philco Chef TC 4 Bocas - Bivolt;Jamef;17/06/2020 12:10:00;
CANCELADO                                         ;346762;Via Varejo                                        ;Casas Bahia                                       ;1;56.88;625.79;625.79;Fritadeira Elétrica Philco Air Fry Saúde Inox 3L Preta - 110V;JadLog;17/06/2020 03:13:00;
DESPACHADO                                        ;350957;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;179.79;179.79;Sanduicheira Britânia Bello Pane Inox - 110V;JadLog;17/06/2020 11:37:11;18/06/2020 08:39:30
CANCELADO                                         ;349101;Magazine Luiza                                    ;Magazine Luiza                                    ;1;700;644.89;644.89;Multifuncional HP Deskjet Ink Advantage 2676 All in One Wi-Fi USB - Bivolt;Transportadora;17/06/2020 10:59:03;
CANCELADO                                         ;350497;B2W Nova API                                      ;Lojas Americanas                                  ;1;48.74;2013.89;2013.89;Notebook Samsung Chromebook Celeron N3060 116" 2GB 16 GB - Grafit;JadLog;17/06/2020 11:59:45;
CANCELADO                                         ;352171;Carrefour                                         ;Carrefour                                         ;1;60.97;1219.79;1219.79;Kit máquina de corte Wahl Magic Clip e Detailer  Vermelho/Branco - 220V;Transportadora;17/06/2020 12:23:33;
CANCELADO                                         ;350058;Cissa Magazine                                    ;Cissa Magazine                                    ;1;41.14;593.98;631.89;Panificadora Britânia Multipane Função Timer Preto - 220V;JadLog;17/06/2020 12:48:12;
CANCELADO                                         ;352783;Magazine Luiza                                    ;Magazine Luiza                                    ;1;81.34;5177.79;5177.79;Notebook Samsung Expert X30 Core i5 Quad-Core 8GB 1TB Tela 15.6" HD LED Windows 10 - Grafite;JadLog;17/06/2020 12:06:06;
DESPACHADO                                        ;352426;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;2546.79;2546.79;Computador All in One Positivo Union C464A-21 4GB SSD 64GB + 64GB Nuvem Full HD 21.5" Win 10;JadLog;17/06/2020 01:40:38;23/06/2020 05:38:41
DESPACHADO                                        ;346929;Carrefour                                         ;Carrefour                                         ;1;0;409.89;409.89;Rádio Portátil Mondial UP BX-18 8W Entrada USB Bluetooth - Bivolt;JadLog;17/06/2020 02:30:37;23/06/2020 05:44:36
CANCELADO                                         ;352478;B2W Nova API                                      ;Lojas Americanas                                  ;1;113.02;1230.89;1230.89;Frigobar Philco PFG85PL 67L Platinum - 110V;Rapidao Cometa;17/06/2020 02:52:16;
CANCELADO                                         ;347487;Via Varejo                                        ;Casas Bahia                                       ;1;49.86;206.79;206.79;Fritadeira Philco Deep Fry 900W Inox - 110V;Correios;17/06/2020 03:03:00;
DESPACHADO                                        ;348925;Amazon                                            ;Amazon                                            ;1;0;287.79;287.79;Caixa Amplificadora Mondial MCO-07USB SD Bluetooth FM 80W RMS - Bivolt;JadLog;17/06/2020 02:25:44;23/06/2020 05:49:29
CANCELADO                                         ;346881;Via Varejo                                        ;Casas Bahia                                       ;1;55.01;868.89;868.89;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;JadLog;17/06/2020 03:34:00;
DESPACHADO                                        ;350210;Carrefour                                         ;Carrefour                                         ;1;0;428.89;428.89;Whisky Chivas Regal 18 Anos - 750ml;JadLog;17/06/2020 03:26:55;23/06/2020 05:43:28
DESPACHADO                                        ;349834;Via Varejo                                        ;Casas Bahia                                       ;1;0;319.79;319.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;17/06/2020 04:34:00;19/06/2020 08:46:26
CANCELADO                                         ;351278;Via Varejo                                        ;Casas Bahia                                       ;1;48.05;822.89;822.89;Som Automotivo Pioneer MVH-G218BT 62" 2D Bluetooth USB;Correios;17/06/2020 04:42:00;
CANCELADO                                         ;346028;Via Varejo                                        ;Casas Bahia                                       ;1;37.62;563.89;563.89;Cafeteira Expresso Arno Dolce Gusto Dmmo Nescafe Mini Me Automatica Preta - 110V;JadLog;17/06/2020 05:03:00;
CANCELADO                                         ;351444;Via Varejo                                        ;Casas Bahia                                       ;1;33.07;365.89;365.89;Rádio Portátil Mondial Boom Box NBX-13 USB Auxiliar Rádio FM 6W Preto - Bivolt;JadLog;17/06/2020 06:08:00;
CANCELADO                                         ;351078;Via Varejo                                        ;Casas Bahia                                       ;1;37.5;41.79;41.79;Fone de Ouvido Sony MDR-E9LP Auricular - Preto;JadLog;17/06/2020 06:18:00;
DESPACHADO                                        ;351444;Via Varejo                                        ;Casas Bahia                                       ;1;0;365.89;365.89;Rádio Portátil Mondial Boom Box NBX-13 USB Auxiliar Rádio FM 6W Preto - Bivolt;JadLog;17/06/2020 06:20:00;23/06/2020 05:34:29
